wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Ice_Cube,Calvin Palmer,Q173637,Q807816
/wiki/Cedric_the_Entertainer,Eddie Walker,Q492327,Q807816
/wiki/Sean_Patrick_Thomas,Jimmy James,Q959052,Q807816
/wiki/Harry_Lennix,Quentin Leroux,Q608709,Q807816
/wiki/Eve_(rapper),Terri Jones,Q239464,Q807816
/wiki/Troy_Garity,Isaac Rosenberg,Q918866,Q807816
/wiki/Michael_Ealy,Ricky Nash,Q786003,Q807816
/wiki/Leonard_Earl_Howze,Dinka,Q102046802,Q807816
/wiki/Kenan_Thompson,Kenard,Q552900,Q807816
/wiki/DeRay_Davis,Ray the Hustle Guy,Q2002151,Q807816
/wiki/Queen_Latifah,Gina Norris,Q1112005,Q807816
/wiki/Robert_Wisdom,Lalowe Brown,Q320973,Q807816
/wiki/Jazsmin_Lewis,Jennifer Palmer,Q941922,Q807816
"/wiki/Tom_Wright_(actor)"" class=""mw-redirect",Detective Williams,,Q807816
/wiki/Carl_Wright_(actor),Checker Fred,Q5040985,Q807816
/wiki/Garcelle_Beauvais,Loretta,Q450219,Q807816
/wiki/Keke_Palmer,Gina's niece,Q273044,Q807816
/wiki/Avant_(singer),Dexter,Q724485,Q807816
