wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Annette_Bening,Julia Lambert,Q190602,Q814790
/wiki/Jeremy_Irons,Michael Gosselyn,Q171745,Q814790
/wiki/Shaun_Evans,Tom Fennel,Q785482,Q814790
/wiki/Lucy_Punch,Avice Crichton,Q261579,Q814790
/wiki/Juliet_Stevenson,Evie,Q272518,Q814790
/wiki/Miriam_Margolyes,Dolly de Vries,Q234128,Q814790
/wiki/Tom_Sturridge,Roger Gosselyn,Q703278,Q814790
/wiki/Bruce_Greenwood,Lord Charles,Q342788,Q814790
/wiki/Rosemary_Harris,Julia's Mother,Q234195,Q814790
/wiki/Rita_Tushingham,Aunt Carrie,Q435107,Q814790
/wiki/Michael_Gambon,Jimmie Langton,Q203545,Q814790
