wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Til_Schweiger,Ludo Decker,Q57391,Q689605
/wiki/Nora_Tschirner,Anna Gotzlowski,Q63228,Q689605
/wiki/Matthias_Schweigh%C3%B6fer,Moritz,Q64645,Q689605
/wiki/Alwara_H%C3%B6fels,Miriam Steinfeld,Q449665,Q689605
/wiki/Barbara_Rudnik,Lilli Decker,Q65003,Q689605
"https://de.wikipedia.org/wiki/Paul_Maximilian_Sch%C3%BCller"" class=""extiw",Lollo,,Q689605
"/wiki/Emma_Tiger_Schweiger"" class=""mw-redirect",Cheyenne-Blue,,Q689605
"https://de.wikipedia.org/wiki/Brigitte_Zeh"" class=""extiw",Nina,,Q689605
/wiki/Lilli_Schweiger,Sacha,Q100175,Q689605
/wiki/Luna_Schweiger,young Anna,Q92071,Q689605
/wiki/J%C3%BCrgen_Vogel,himself,Q62052,Q689605
/wiki/Christian_Tramitz,Anna's date,Q76149,Q689605
/wiki/Wladimir_Klitschko,himself,Q18797,Q689605
/wiki/Yvonne_Catterfeld,herself,Q288588,Q689605
/wiki/Wolfgang_Stumph,a taxi driver,Q88891,Q689605
/wiki/Armin_Rohde,Bello,Q76178,Q689605
"/wiki/Fahri_Og%C3%BCn_Yard%C4%B1m"" class=""mw-redirect",Mucki,,Q689605
"https://de.wikipedia.org/wiki/Kai_Lentrodt"" class=""extiw",a taxi driver,,Q689605
"https://de.wikipedia.org/wiki/Sonsee_Neu"" class=""extiw",a judge,,Q689605
/wiki/Pasquale_Aleardi,Ludo's attorney,Q1409622,Q689605
/wiki/Paul_van_Dyk,DJ Paul van Dyk,Q77034,Q689605
"https://de.wikipedia.org/wiki/Elena_Uhlig"" class=""extiw",a hotel worker,,Q689605
"https://de.wikipedia.org/wiki/Gregor_Blo%C3%A9b"" class=""extiw",Michi Nußbaumer,,Q689605
/wiki/Nina_Proll,Daniela Berg,Q546822,Q689605
"https://de.wikipedia.org/wiki/Anne-Sophie_Briest"" class=""extiw",Mandy,,Q689605
