wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Samuel_L._Jackson,Coach Ken Carter,Q172678,Q1104158
/wiki/Rob_Brown_(actor),Kenyon Stone,Q717631,Q1104158
/wiki/Robert_Ri%27chard,Damien Carter,Q2158643,Q1104158
/wiki/Rick_Gonzalez,Timo Cruz,Q1370072,Q1104158
/wiki/Antwon_Tanner,"Jaron ""Worm"" Willis",Q610307,Q1104158
/wiki/Channing_Tatum,Jason Lyle,Q212064,Q1104158
/wiki/Ashanti_(singer),Kyra,Q161877,Q1104158
/wiki/Texas_Battle,Maddux,Q1189393,Q1104158
/wiki/Denise_Dowse,Principal Garrison,Q2927620,Q1104158
/wiki/Adrienne_Bailon,Dominique,Q1770657,Q1104158
/wiki/Dana_Davis,Peyton,Q236303,Q1104158
/wiki/Octavia_Spencer,Mrs. Willa Battle,Q229254,Q1104158
/wiki/Debbi_Morgan,Ken Carter's wife [,Q447022,Q1104158
