wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Gene_Kelly,Tommy Albright,Q73089,Q636534
/wiki/Van_Johnson,Jeff Douglas,Q436638,Q636534
/wiki/Cyd_Charisse,Fiona Campbell,Q62558,Q636534
/wiki/Elaine_Stewart,Jane Ashton,Q442791,Q636534
/wiki/Barry_Jones_(actor),Mr. Lundie,Q2885759,Q636534
/wiki/Hugh_Laing,Harry Beaton,Q5931418,Q636534
/wiki/Albert_Sharpe,Andrew Campbell,Q731046,Q636534
/wiki/Virginia_Bosler,Jean Campbell,Q22958189,Q636534
/wiki/Eddie_Quillan,Sandy,Q330382,Q636534
/wiki/Tudor_Owen_(actor),Archie Beaton,Q18627269,Q636534
/wiki/Dodie_Heath,Meg Brockie (as Dody Heath),Q1234398,Q636534
/wiki/Barrie_Chase,Dancer (uncredited),Q4863498,Q636534
/wiki/George_Chakiris,Dancer (uncredited),Q336841,Q636534
/wiki/Madge_Blake,Mrs. McIntosh (uncredited),Q2552694,Q636534
/wiki/Stuart_Whitman,New York Club Patron (uncredited),Q470998,Q636534
