wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Dana_Carvey,"Pistachio Disguisey
",Q545924,Q507262
/wiki/Dylan_and_Cole_Sprouse,young Pistachio Disguisey,Q209511,Q507262
/wiki/Jennifer_Esposito,Jennifer Baker,Q233922,Q507262
/wiki/Harold_Gould,Grandpa Disguisey,Q954950,Q507262
/wiki/James_Brolin,Fabbrizio Disguisey,Q315051,Q507262
/wiki/Edie_McClurg,"""Mama"" Disguisey",Q262738,Q507262
/wiki/Brent_Spiner,Devlin Bowman,Q311453,Q507262
/wiki/Michael_Bailey_Smith,Bald Henchman,Q981765,Q507262
/wiki/Kenan_Thompson,Himself,Q552900,Q507262
/wiki/Jay_Johnston,Rex,Q6166771,Q507262
/wiki/Maria_Canals-Barrera,Sophia,Q230289,Q507262
/wiki/Virginia_Hawkins,Interview Woman,Q13560631,Q507262
/wiki/Leland_Crooke,Appraiser,Q6520724,Q507262
/wiki/Erick_Avari,Cigar Maker,Q711035,Q507262
/wiki/Vincent_Castellanos,Art Dealer,Q2485800,Q507262
/wiki/Kevin_Nealon,White Collar Executive,Q449531,Q507262
/wiki/Naya_Rivera,Captain America Kid,Q229364,Q507262
