wikipedia_actor,character_name,wikidata_actor,wikidata_film
"/wiki/Tony_Leung_Chiu-Wai"" class=""mw-redirect",Chang Hsien,,Q1054393
/wiki/Sean_Lau,Lei Bully,Q707329,Q1054393
/wiki/Zhou_Xun,Liu Yin,Q198030,Q1054393
/wiki/Yan_Ni_(actress),Lei's wife,Q8048168,Q1054393
/wiki/Paul_Chun,Liu Wanyao,Q699415,Q1054393
/wiki/Alex_Fong_(actor),Chen Kuo,Q4717006,Q1054393
/wiki/Lam_Suet,Li Fengjen,Q701940,Q1054393
/wiki/Daniel_Wu,Captain Tsai,Q277193,Q1054393
/wiki/Kenya_Sawada,Mitearai,Q8191880,Q1054393
/wiki/Tsui_Hark,Warlord,Q317814,Q1054393
/wiki/Wang_Ziwen,Li Jiao,Q15929525,Q1054393
