wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Christian_Wolff_(actor),Klaus Teichmann,Q101618,Q491338
/wiki/Paul_Dahlke_(actor),Werner Teichmann,Q98024,Q491338
/wiki/Paula_Wessely,Christa Teichmann,Q84524,Q491338
/wiki/Hans_Nielsen_(actor),Max Mertens,Q70489,Q491338
/wiki/Hilde_K%C3%B6rber,Mrs. Glatz,Q78936,Q491338
/wiki/Paul_Esser,Police Commissioner,Q71083,Q491338
/wiki/Otto_Graf,Chief Justice,Q2038934,Q491338
/wiki/Herbert_H%C3%BCbner,Defender Dr. Schwartz,Q101607,Q491338
/wiki/Siegfried_Sch%C3%BCrenberg,Prosecutor,Q99529,Q491338
/wiki/Hans_Schumm,Psychologist,Q1582424,Q491338
