wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Miriam_Hopkins,Martha Dobie,Q242477,Q174559
/wiki/Merle_Oberon,Karen Wright,Q230958,Q174559
/wiki/Joel_McCrea,Dr. Joseph Cardin,Q436784,Q174559
/wiki/Catherine_Doucet,Mrs. Lily Mortar,Q5052639,Q174559
/wiki/Alma_Kruger,Mrs. Amelia Tilford,Q2839063,Q174559
/wiki/Bonita_Granville,Mary Tilford,Q271696,Q174559
/wiki/Marcia_Mae_Jones,Rosalie Wells,Q1490055,Q174559
/wiki/Carmencita_Johnson,Evelyn Munn,Q97307890,Q174559
/wiki/Margaret_Hamilton_(actress),Agatha,Q257756,Q174559
/wiki/Walter_Brennan,"""Taxy"" Driver",Q219521,Q174559
