wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Michael_Sheen,Bill Carroll,Q298276,Q813445
/wiki/Maria_Bello,Kate Carroll,Q229220,Q813445
/wiki/Alan_Tudyk,Eric,Q349350,Q813445
/wiki/Moon_Bloodgood,Trish,Q239112,Q813445
/wiki/Kyle_Gallner,"Sam Carroll
",Q704395,Q813445
/wiki/Meat_Loaf,the motel manager,Q152929,Q813445
/wiki/Bruce_French_(actor),Harry,Q4977510,Q813445
/wiki/Austin_Nichols,Cooper,Q441283,Q813445
/wiki/David_Lipper,Radio Reporter Voice,Q93965639,Q813445
/wiki/Brooke_Lyons,TV Reporter Voice,Q4974455,Q813445
/wiki/Jessie_Usher,Basketball Teen,Q19519424,Q813445
/wiki/Myra_Turley,Grieving Mother Patty,Q6948134,Q813445
