wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Kris_Kristofferson,Martin 'Rubber Duck' Penwald,Q208681,http://www.wikidata.org/entity/Q510388
/wiki/Ali_MacGraw,Melissa,Q229983,http://www.wikidata.org/entity/Q510388
/wiki/Ernest_Borgnine,"Sheriff Lyle ""Cottonmouth"" Wallace of Natosha County",Q102551,http://www.wikidata.org/entity/Q510388
/wiki/Burt_Young,"Bobby ""Love Machine"" ""Pig Pen""",Q329700,http://www.wikidata.org/entity/Q510388
/wiki/Madge_Sinclair,Widow Woman,Q259737,http://www.wikidata.org/entity/Q510388
/wiki/Franklyn_Ajaye,Spider Mike,Q450846,http://www.wikidata.org/entity/Q510388
/wiki/Seymour_Cassel,Governor Jerry Haskins,Q708153,http://www.wikidata.org/entity/Q510388
/wiki/Cassie_Yates,Violet,Q1048354,http://www.wikidata.org/entity/Q510388
/wiki/Billy_Hughes_(actor),Pack Rat,Q4912741,http://www.wikidata.org/entity/Q510388
/wiki/Patrice_Martinez,Maria,Q7145398,http://www.wikidata.org/entity/Q510388
/wiki/Donnie_Fritts,Reverend Sloane,Q1241972,http://www.wikidata.org/entity/Q510388
/wiki/Tommy_Bush,Chief Stacey Love,Q19975667,http://www.wikidata.org/entity/Q510388
/wiki/Spec_O%27Donnell,18 Wheel Eddie,Q3492816,http://www.wikidata.org/entity/Q510388
