wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Michael_Landon,Tony Rivers,Q346411,Q847276
"/wiki/Yvonne_Lime_Fedderson"" class=""mw-redirect",Arlene Logan,,Q847276
/wiki/Whit_Bissell,Dr. Alfred Brandon,Q329156,Q847276
/wiki/Malcolm_Atterbury,Charles Rivers,Q3281667,Q847276
/wiki/Barney_Phillips,Detective Sgt. Donovan,Q4861767,Q847276
/wiki/Guy_Williams_(actor),Officer Chris Stanley,Q562093,Q847276
/wiki/Vladimir_Sokoloff,Pepe,Q1855635,Q847276
"/wiki/Cynthia_Chenault"" class=""mw-redirect",Pearl,,Q847276
"/wiki/Dawn_Richard_(model)"" class=""mw-redirect",Theresa,,Q847276
/wiki/S._John_Launer,Mr. Bill Logan,Q7387566,Q847276
