wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Abhishek_Bachchan,Rahul Khanna,Q187058,Q737678
/wiki/Hrishitaa_Bhatt,Neha Sengupta,Q3057324,Q737678
/wiki/Amrish_Puri,Prajapati,Q333443,Q737678
/wiki/Helen_(actress),Anuradha Mathur,Q467223,Q737678
/wiki/Tinnu_Anand,"Saifuddin ""Saifu""",Q7808398,Q737678
"/wiki/A.K._Hangal"" class=""mw-redirect",Gajanan Desai,,Q737678
/wiki/Dara_Singh,Mr. Gujral,Q165816,Q737678
/wiki/Daisy_Irani_(actress),Mrs. Chitra Gujral,Q5209729,Q737678
/wiki/Viju_Khote,Keshav Deshpande,Q7929362,Q737678
/wiki/Shubha_Khote,Shanta Deshpande,Q12454357,Q737678
/wiki/Mohnish_Bahl,Vikram Saxena,Q3626525,Q737678
/wiki/Navni_Parihar,Advocate Nandini Khanna (Rahul's Mom),Q15650292,Q737678
/wiki/Romesh_Sharma,Niranjan Khanna (Rahul's Dad),Q7363174,Q737678
/wiki/Ashish_Vidyarthi,Arora,Q3595438,Q737678
/wiki/Om_Puri,DCP Bhosle,Q80309,Q737678
"/wiki/Anjan_Srivastav"" class=""mw-redirect",the Judge,,Q737678
/wiki/Anang_Desai,Neha's Dad,Q16186212,Q737678
/wiki/Rajendranath_Zutshi,Gajanan's son,Q6317475,Q737678
/wiki/Yatin_Karyekar,Anuradha's son,Q8050241,Q737678
/wiki/Javed_Khan_Amrohi,Traffic Police Constable Pandey,Q6165311,Q737678
/wiki/Lilliput_(actor),Thief jailed in Police Station Lock Up,Q41788600,Q737678
