wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Claude_Brasseur,François Beretton,Q106544,Q177203
/wiki/Brigitte_Fossey,Françoise Beretton,Q291765,Q177203
/wiki/Sophie_Marceau,Vic Beretton,Q162753,Q177203
/wiki/Denise_Grey,Poupette,Q451817,Q177203
/wiki/Dominique_Lavanant,Vanessa,Q440234,Q177203
/wiki/Jean-Michel_Dupuis,Étienne,Q3168012,Q177203
/wiki/Bernard_Giraudeau,Éric Thompson,Q543169,Q177203
/wiki/Jean-Pierre_Castaldi,Brassac,Q1685186,Q177203
/wiki/Richard_Bohringer,Guibert,Q722733,Q177203
/wiki/Jean-Claude_Bouillaud,Father Boum 2,Q3164853,Q177203
/wiki/Vladimir_Cosma,himself,Q507940,Q177203
