wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jean-Claude_Van_Damme,Detective Louis Burke,Q308840,Q284870
/wiki/Robert_Guillaume,Hawkins,Q465442,Q284870
/wiki/Cynthia_Gibb,Amanda Beckett,Q261454,Q284870
/wiki/George_Dickerson,Tom Vogler,Q5538523,Q284870
/wiki/Art_LaFleur,Sergeant De Graff,Q547310,Q284870
/wiki/Patrick_Kilpatrick,"Christian ""The Sandman"" Naylor",Q1849463,Q284870
/wiki/Armin_Shimerman,Dr. Gottesman,Q353101,Q284870
/wiki/Joshua_John_Miller,Douglas Tisdale,Q1708579,Q284870
/wiki/Larry_Hankin,Mayerson,Q2652939,Q284870
/wiki/Conrad_Dunn,Konefke,Q5162512,Q284870
