wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Antonio_Banderas,Pierre Dulaine,Q41548,Q761740
/wiki/Alfre_Woodard,Principal Augustine James,Q526620,Q761740
/wiki/John_Ortiz,Mr. Joseph Temple,Q210094,Q761740
/wiki/Rob_Brown_(actor),Jason 'Rock' Rockwell,Q717631,Q761740
/wiki/Yaya_DaCosta,LaRhette Dudley,Q260211,Q761740
/wiki/Dante_Basco,Ramos,Q738253,Q761740
/wiki/Elijah_Kelley,Danjou,Q1319836,Q761740
/wiki/Jenna_Dewan,Sasha Bulut,Q232708,Q761740
/wiki/Laura_Benanti,Tina,Q195129,Q761740
/wiki/Jasika_Nicole,Egypt,Q240880,Q761740
/wiki/Lauren_Collins,Caitlin,Q2635868,Q761740
/wiki/Marcus_T._Paulk,Eddie,Q1720439,Q761740
/wiki/Katya_Virshilas,Morgan,Q520940,Q761740
/wiki/Jonathan_Malen,Kurd,Q15978520,Q761740
/wiki/Joseph_Jomo_Pierre,Trey,Q16237554,Q761740
