wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Butch_Patrick,Milo,Q1017860,http://www.wikidata.org/entity/Q149995
/wiki/Michael_Earl_(puppeteer),Friend (uncredited),Q6830052,http://www.wikidata.org/entity/Q149995
/wiki/Chuck_Jones,Cable Car Passenger (uncredited cameo),Q312657,http://www.wikidata.org/entity/Q149995
/wiki/Mel_Blanc,Officer Short Shrift,Q349690,http://www.wikidata.org/entity/Q149995
/wiki/Daws_Butler,The Whether Man,Q2412586,http://www.wikidata.org/entity/Q149995
/wiki/Candy_Candido,The Awful DYNNE,Q1033084,http://www.wikidata.org/entity/Q149995
/wiki/Hans_Conried,King Azaz the Unabridged,Q2552902,http://www.wikidata.org/entity/Q149995
/wiki/June_Foray,Ralph,Q241646,http://www.wikidata.org/entity/Q149995
/wiki/Shepard_Menken,The Spelling Bee,Q7494425,http://www.wikidata.org/entity/Q149995
/wiki/Cliff_Norton,Dr. Kakofonous A. Dischord,Q5132712,http://www.wikidata.org/entity/Q149995
/wiki/Larry_Thor,Tock,Q6491214,http://www.wikidata.org/entity/Q149995
/wiki/Les_Tremayne,The Humbug,Q927542,http://www.wikidata.org/entity/Q149995
/wiki/Thurl_Ravenscroft,Lethargians (uncredited),Q3090787,http://www.wikidata.org/entity/Q149995
