wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Suniel_Shetty,ASP Raj Sinha,Q983043,Q281687
"/wiki/Karishma_Kapoor"" class=""mw-redirect",Suman Sinha,,Q281687
/wiki/Sonali_Bendre,Dr. Pooja Malhotra,Q32342,Q281687
/wiki/Raghuvaran,"Raghavan ""Raghu""",Q3519495,Q281687
/wiki/Aruna_Irani,Raj's mom,Q158225,Q281687
/wiki/Mushtaq_Khan,Bhola,Q6941353,Q281687
/wiki/Dinesh_Hingoo,Suman's Father,Q5278078,Q281687
/wiki/Pramod_Moutho,Bardha Seth,Q7238268,Q281687
/wiki/Ponnambalam_(actor),Danyaal,Q7227900,Q281687
/wiki/Alok_Nath,Commissioner of Police,Q2839215,Q281687
/wiki/Harish_Patel,Rokde,Q2889197,Q281687
/wiki/Deepak_Shirke,ACP Shirke,Q12433784,Q281687
/wiki/Arun_Bakshi,Advocate,Q4802073,Q281687
/wiki/Shiv_Kumar_Subramaniam,The photographer,Q7499199,Q281687
/wiki/Raveena_Tandon,Special Appearance (song 'Shehar Ki Ladki'),Q2001803,Q281687
