wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Todd_Armstrong,Jason (dubbed by Tim Turner,Q730680,Q785555
/wiki/Nancy_Kovack,Medea (dubbed by Eva Haddon,Q448566,Q785555
/wiki/Gary_Raymond,Acastus,Q345763,Q785555
/wiki/Laurence_Naismith,Argus,Q1231608,Q785555
/wiki/Niall_MacGinnis,Zeus,Q1520157,Q785555
/wiki/Michael_Gwynn,Hermes/priest,Q5778888,Q785555
/wiki/Douglas_Wilmer,Pelias,Q361461,Q785555
/wiki/Jack_Gwillim,King Aeëtes,Q1029099,Q785555
/wiki/Honor_Blackman,Hera,Q232840,Q785555
/wiki/John_Cairney,Hylas,Q1699517,Q785555
/wiki/Patrick_Troughton,Phineus,Q559430,Q785555
/wiki/Andrew_Faulds,Phalerus,Q4756941,Q785555
/wiki/Nigel_Green,Hercules,Q721256,Q785555
/wiki/John_Crawford_(actor),Polydeuces (uncredited),Q935717,Q785555
/wiki/Ferdinando_Poggi,Castor (uncredited),Q5443949,Q785555
