wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Sunil_Dutt,Shri Hariprasad Sharma,Q377903,Q262778
/wiki/Sanjay_Dutt,"Murliprasad ""Munnabhai"" Sharma",Q310867,Q262778
/wiki/Gracy_Singh,"Dr. Suman ""Chinki"" Asthana",Q431012,Q262778
/wiki/Arshad_Warsi,"Sarkeshwar ""Circuit"" Sharma",Q704859,Q262778
"/wiki/Jimmy_Shergill"" class=""mw-redirect",Zaheer Ali,,Q262778
/wiki/Boman_Irani,"Dr. Jagdish Chandra ""J. C."" Asthana",Q834338,Q262778
/wiki/Kurush_Deboo,Dr. Rustam Pawri,Q6447502,Q262778
/wiki/Yatin_Karyekar,Anand Banerji,Q8050241,Q262778
/wiki/Rohini_Hattangadi,Parvati Sharma,Q1606036,Q262778
/wiki/Nawazuddin_Siddiqui,a pickpocket who tried to steal Hari's wallet (special appearance),Q2995800,Q262778
/wiki/Rohitash_Gaud,the Tender Coconut Seller at the Park,Q7359779,Q262778
/wiki/Neha_Dubey,fake Chinki,Q6987739,Q262778
/wiki/Mumaith_Khan,Nandini 'Reena',Q6935255,Q262778
/wiki/Priya_Bapat,1st Year Medical Student,Q7246459,Q262778
/wiki/Pushkar_Shrotri,a professor in the college,Q7261802,Q262778
