wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jean-Pierre_L%C3%A9aud,Antoine Doinel,Q295834,Q162331
/wiki/Albert_R%C3%A9my,Julien Doinel,Q2831527,Q162331
/wiki/Claire_Maurier,Gilberte Doinel,Q2975084,Q162331
/wiki/Guy_Decomble,Sourpuss,Q3121708,Q162331
/wiki/Georges_Flamant,Monsieur Bigey,Q3102707,Q162331
/wiki/Pierre_Repp,an English teacher,Q3386779,Q162331
/wiki/Luc_Andrieux,Le professeur de gym,Q3264716,Q162331
/wiki/Jacques_Monod_(actor),commissioner,Q1678045,Q162331
/wiki/Jeanne_Moreau,a woman looking for her dog,Q106099,Q162331
/wiki/Jean-Claude_Brialy,a man trying to pick up a woman,Q106326,Q162331
