wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Thomas_Hunter_(actor),Tony Carrera,Q1319940,Q1044944
/wiki/Gila_von_Weitershausen,Ursula Beaulieu,Q103123,Q1044944
/wiki/Fernando_Sancho,Professor Einstein,Q1406829,Q1044944
"/wiki/Walter_Barnes_(actor)"" class=""mw-redirect",Senator Barnes,,Q1044944
/wiki/Erika_Blanc,Antonella Arnaldini,Q451279,Q1044944
/wiki/Alberto_Farnese,Rick,Q2577254,Q1044944
/wiki/G%C3%A9rard_Tichy,Serge,Q89996,Q1044944
/wiki/Antonio_Casas,Commissioner van Heuven,Q601351,Q1044944
/wiki/Ini_Assmann,Sammy,Q20810442,Q1044944
/wiki/Enzo_Fiermonte,Arnaldo,Q524850,Q1044944
