wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Danielle_Panabaker,Maddy,Q230461,Q328208
/wiki/Matt_Bush_(actor),Barry,Q5356821,Q328208
/wiki/David_Koechner,Chet,Q164328,Q328208
/wiki/Chris_Zylka,Kyle,Q507888,Q328208
/wiki/Katrina_Bowden,Shelby,Q236472,Q328208
/wiki/Gary_Busey,Clayton,Q312081,Q328208
/wiki/Christopher_Lloyd,Carl Goodman,Q109324,Q328208
/wiki/David_Hasselhoff,Himself,Q201927,Q328208
/wiki/Ving_Rhames,Deputy Fallon,Q310315,Q328208
/wiki/Adrian_Martinez_(actor),Big Dave,Q15695313,Q328208
/wiki/Paul_Scheer,Andrew Cunningham,Q7153461,Q328208
/wiki/Clu_Gulager,Mo,Q943390,Q328208
/wiki/Jean-Luc_Bilodeau,Josh,Q458055,Q328208
/wiki/Meagan_Tandy,Ashley Sorby,Q6803489,Q328208
/wiki/Matt_Lintz,David (Freckled Boy),Q20684509,Q328208
/wiki/Sylvia_Jefferies,Young Mother,Q2855860,Q328208
/wiki/Irina_Voronina,Kiki,Q2993970,Q328208
