wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Mar%C3%ADa_Elena_Velasco,María Becerra / Lorena Barriga,Q7336358,Q620570
/wiki/Irma_Dorantes,Consuelo Artigas,Q5920390,Q620570
"/wiki/Adalberto_Mart%C3%ADnez"" class=""mw-redirect",Remígio,,Q620570
/wiki/H%C3%A9ctor_Ortega,Santos Barboza,Q3144562,Q620570
/wiki/Jos%C3%A9_Luis_Moreno,Cajigas (credited as Moreno López),Q104830253,Q620570
/wiki/Juan_Carlos_Ocampo,Teporocho,Q17634806,Q620570
"/wiki/Felipe_Sol%C3%ADs"" class=""mw-redirect",Chente el policleto,,Q620570
"/wiki/Francisco_Duarte"" class=""mw-redirect",Director de periódico,,Q620570
/wiki/Sandra_Rojas,Bailarina,Q7416744,Q620570
/wiki/Carlos_Gast%C3%A9lum,Gobernador,Q21964735,Q620570
/wiki/Maru_Due%C3%B1as,Marilyn,Q43387429,Q620570
/wiki/Jorge_Obreg%C3%B3n,Curioso en debate,Q25410900,Q620570
/wiki/Miguel_Galv%C3%A1n,Cochinón,Q3546629,Q620570
