wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Robert_Downey_Jr.,Terry Donager,Q165219,Q880647
/wiki/Gaby_Hoffmann,Raven,Q292381,Q880647
/wiki/Allan_Houston,Dean Carter,Q554027,Q880647
/wiki/Jared_Leto,Casey,Q484523,Q880647
/wiki/Scott_Caan,Scotty,Q314673,Q880647
/wiki/Stacy_Edwards,Sheila King,Q459638,Q880647
/wiki/Kidada_Jones,Jesse,Q6404568,Q880647
/wiki/Marla_Maples,Muffy,Q2597050,Q880647
/wiki/Joe_Pantoliano,Bill King,Q296883,Q880647
/wiki/Bijou_Phillips,Charlie,Q45362,Q880647
/wiki/Oliver_%22Power%22_Grant,Rich Bower,Q7087370,Q880647
/wiki/Raekwon,Cigar,Q320167,Q880647
/wiki/Claudia_Schiffer,Greta,Q76717,Q880647
/wiki/William_Lee_Scott,Will King,Q1320560,Q880647
/wiki/Brooke_Shields,Sam Donager,Q189400,Q880647
/wiki/Ben_Stiller,Detective Mark Clear,Q47100,Q880647
/wiki/Eddie_Kaye_Thomas,Marty King,Q350811,Q880647
/wiki/Elijah_Wood,Wren,Q483771,Q880647
/wiki/Mike_Tyson,himself,Q79031,Q880647
/wiki/Michael_B._Jordan,Teen number 2,Q3308007,Q880647
