wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Winona_Ryder,Maya Larkin,Q101797,Q945848
/wiki/Ben_Chaplin,Peter Kelson,Q447397,Q945848
/wiki/Sarah_Wynter,Claire Van Owen,Q255490,Q945848
/wiki/Philip_Baker_Hall,Father James,Q447669,Q945848
/wiki/John_Hurt,Father Lareaux,Q200405,Q945848
/wiki/W._Earl_Brown,William Kelson,Q2572165,Q945848
/wiki/Elias_Koteas,John Townsend,Q379808,Q945848
/wiki/John_Beasley_(actor),Detective Mike Smythe,Q523278,Q945848
/wiki/John_Diehl,Henry Birdson,Q947748,Q945848
/wiki/Brad_Greenquist,George Viznik,Q896789,Q945848
/wiki/Anna_Gunn,Sally Prescott,Q271050,Q945848
