wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Leslie_Nielsen,Lt. Frank Drebin,Q82786,Q832047
/wiki/Priscilla_Presley,Jane Spencer,Q234773,Q832047
/wiki/Ricardo_Montalb%C3%A1n,Vincent Ludwig,Q333595,Q832047
/wiki/George_Kennedy,Capt. Ed Hocken,Q298818,Q832047
/wiki/O._J._Simpson,Det. Nordberg,Q44473,Q832047
/wiki/Nancy_Marchand,Mayor Lillian Barkley,Q257065,Q832047
/wiki/Raye_Birk,Pahpshmir,Q7298430,Q832047
/wiki/Jeannette_Charles,Queen Elizabeth II,Q1686052,Q832047
/wiki/Ed_Williams_(actor),Ted Olsen,Q1282555,Q832047
"/wiki/Tiny_Ron"" class=""mw-redirect",Al,,Q832047
/wiki/%22Weird_Al%22_Yankovic,Himself,Q8349,Q832047
/wiki/Winifred_Freedman,Stephanie,Q8025388,Q832047
/wiki/Joe_Grifasi,Pier 32 Dockman,Q922952,Q832047
/wiki/Lawrence_Tierney,the Angels' manager,Q212532,Q832047
/wiki/Reggie_Jackson,the Angels' right fielder,Q959112,Q832047
/wiki/John_Houseman,Driving Instructor,Q315734,Q832047
