wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Raymond_Massey,John Cabal/Oswald Cabal,Q531461,Q241141
/wiki/Edward_Chapman_(actor),Pippa Passworthy/Raymond Passworthy,Q3048480,Q241141
/wiki/Ralph_Richardson,Rudolf a.k.a. The Boss,Q381285,Q241141
/wiki/Margaretta_Scott,Roxana Black/Rowena Cabal,Q1281472,Q241141
/wiki/Cedric_Hardwicke,Theotocopulos,Q527735,Q241141
/wiki/Maurice_Braddell,Dr Edward Harding,Q23988396,Q241141
/wiki/Sophie_Stewart,Mrs Cabal,Q7563070,Q241141
/wiki/Derrick_De_Marney,Richard Gordon,Q540466,Q241141
/wiki/Ann_Todd,Mary Gordon,Q434324,Q241141
/wiki/Pearl_Argyle,Catherine Cabal,Q4987010,Q241141
/wiki/Kenneth_Villiers,Maurice Passworthy,Q20687510,Q241141
/wiki/Ivan_Brandt,Morden Mitani,Q29046913,Q241141
/wiki/Anne_McLaren,Child (2036),Q542428,Q241141
/wiki/Patricia_Hilliard_(actress),Janet Gordon,Q7145632,Q241141
/wiki/Charles_Carson_(actor),Great-Grandfather (2036),Q5076125,Q241141
/wiki/Patrick_Barr,World Transport official,Q3369214,Q241141
/wiki/John_Clements_(actor),Enemy pilot,Q1267234,Q241141
/wiki/Anthony_Holles_(actor),"Simon Burton (credited as ""Antony Holles"")",Q4772732,Q241141
/wiki/Allan_Jeayes,Mr. Cabal (1940),Q4730724,Q241141
/wiki/Abraham_Sofaer,Wadsky,Q330621,Q241141
