wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Rock_Hudson,Capt. Turner,Q184378,Q428465
/wiki/Sylva_Koscina,Dr. Bianca Freedling,Q239802,Q428465
/wiki/Sergio_Fantoni,Capt. Friedrich von Hecht,Q1007345,Q428465
"/wiki/Giacomo_Rossi-Stuart"" class=""mw-redirect",Schwalberg,,Q428465
/wiki/Jacques_Sernas,Maj. Taussig,Q636733,Q428465
/wiki/Rod_Dana,US Colonel,Q21155079,Q428465
/wiki/Tom_Felleghy,Col. Jannings,Q2439637,Q428465
/wiki/Andrea_Bosic,Gen. von Kleber,Q446455,Q428465
/wiki/Mino_Doro,Italian Doctor,Q2590462,Q428465
/wiki/G%C3%A9rard_Herter,Capt. Kreuger,Q88544,Q428465
