wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jung_Jin-young_(actor),Prosecutor Park,Q625572,Q493475
"/wiki/Jang_Geun-suk"" class=""mw-redirect",Robert J. Pearson (Arthur Patterson),,Q493475
/wiki/Shin_Seung-hwan,"Alex ""AJ"" Jung (Edward Lee)",Q12604401,Q493475
/wiki/Oh_Kwang-rok,Attorney Kim Byeon,Q9119065,Q493475
/wiki/Ko_Chang-seok,Alex's father,Q6424117,Q493475
/wiki/Song_Joong-ki,Cho Jung-Pil (murder victim),Q485517,Q493475
"/wiki/Josh_Carrott"" class=""mw-redirect",David,,Q493475
"/wiki/Park_Soo-young_(actor)"" class=""mw-redirect",Chief Choi,,Q493475
/wiki/Choi_Il-hwa,Jung-Pil's father,Q12619799,Q493475
/wiki/Jin_Kyung,Prosecutor Park's wife,Q12618160,Q493475
