wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Robert_Redford,Warren Justice,Q59215,Q777776
/wiki/Michelle_Pfeiffer,"Sally ""Tally"" Atwater",Q159778,Q777776
/wiki/Stockard_Channing,Marcia McGrath,Q1117390,Q777776
/wiki/Joe_Mantegna,Bucky Terranova,Q276269,Q777776
/wiki/Kate_Nelligan,Joanna Kennelly,Q266467,Q777776
/wiki/Glenn_Plummer,Ned Jackson,Q594738,Q777776
/wiki/James_Rebhorn,John Merino,Q726140,Q777776
/wiki/Scott_Bryce,Rob Sullivan,Q2693047,Q777776
/wiki/Raymond_Cruz,Fernando Buttanda,Q1364886,Q777776
/wiki/Dedee_Pfeiffer,Luanne Atwater,Q457975,Q777776
/wiki/Miguel_Sandoval,Dan Duarte,Q935122,Q777776
/wiki/Noble_Willingham,Buford Sells,Q716424,Q777776
/wiki/James_Karen,Tom Orr,Q1372953,Q777776
/wiki/Brian_Markinson,Vic Nash,Q188100,Q777776
