wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Don_Ameche,Art Selwyn,Q310413,Q1105463
/wiki/Wilford_Brimley,Ben Luckett,Q712180,Q1105463
/wiki/Hume_Cronyn,Joe Finley,Q395205,Q1105463
/wiki/Brian_Dennehy,Walter,Q313545,Q1105463
/wiki/Jack_Gilford,Bernie Lefkowitz,Q555182,Q1105463
/wiki/Steve_Guttenberg,Jack Bonner,Q318685,Q1105463
/wiki/Maureen_Stapleton,Mary Luckett,Q230841,Q1105463
/wiki/Jessica_Tandy,Alma Finley,Q182104,Q1105463
/wiki/Gwen_Verdon,Bess McCarthy,Q508843,Q1105463
/wiki/Herta_Ware,Rose Lefkowitz,Q547056,Q1105463
/wiki/Tahnee_Welch,Kitty,Q463703,Q1105463
/wiki/Barret_Oliver,David,Q638177,Q1105463
"/wiki/Linda_Harrison_(actress)"" class=""mw-redirect",Susan,,Q1105463
/wiki/Tyrone_Power_Jr.,Pillsbury,Q1539586,Q1105463
/wiki/Clint_Howard,John Dexter,Q1101612,Q1105463
/wiki/Charles_Lampkin,Pops,Q5080040,Q1105463
/wiki/Rance_Howard,St. Petersburg detective,Q2004409,Q1105463
/wiki/Jim_Fitzpatrick_(actor),Dock Worker (uncredited),Q6194991,Q1105463
