wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Ben_Affleck,Jack Dupree,Q483118,Q605453
/wiki/Ryan_Reynolds,Richard Messner,Q192682,Q605453
"/wiki/Andy_Garcia"" class=""mw-redirect",Stanley Locke,,Q605453
/wiki/Chris_Pine,Darwin Tremor,Q23466,Q605453
/wiki/Common_(rapper),'Sir Ivy',Q286022,Q605453
/wiki/Jeremy_Piven,Robert 'Buddy Aces' Israel,Q315083,Q605453
/wiki/Ray_Liotta,Donald Carruthers,Q211280,Q605453
/wiki/Tommy_Flanagan_(actor),Lazlo Soot,Q134133,Q605453
/wiki/Joseph_Ruskin,Primo Sparazza,Q15483637,Q605453
/wiki/Mike_Falkow,Freeman Heller,Q108876922,Q605453
/wiki/Alex_Rocco,Sidney Serna,Q975161,Q605453
/wiki/David_Proval,Victor 'Baby Buzz' Padiche,Q1176208,Q605453
/wiki/Alicia_Keys,Georgia Sykes,Q121507,Q605453
/wiki/Taraji_P._Henson,Sharice Watters,Q235511,Q605453
/wiki/N%C3%A9stor_Carbonell,Pasquale 'El Estrago' Acosta,Q225933,Q605453
/wiki/Kevin_Durand,Jeeves Tremor,Q320084,Q605453
/wiki/Maury_Sterling,Lester Tremor,Q6793987,Q605453
/wiki/Curtis_Armstrong,Morris Mecklen,Q1145528,Q605453
/wiki/Jason_Bateman,Rupert 'Rip' Reed,Q284636,Q605453
/wiki/Vladimir_Kulich,Dr. Sven 'The Swede' Ingstrom,Q707496,Q605453
/wiki/Peter_Berg,Peter 'Pistol Pete' Deeks,Q183141,Q605453
/wiki/Martin_Henderson,Hollis Elmore,Q461278,Q605453
/wiki/Joel_Edgerton,Hugo Croop,Q381768,Q605453
/wiki/Christopher_Michael_Holley,'Beanie',Q5112870,Q605453
/wiki/Matthew_Fox,Bill,Q185554,Q605453
