wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Ian_Holm,Mitchell Stephens,Q223091,Q135315
/wiki/Sarah_Polley,Nicole Burnell,Q234212,Q135315
/wiki/Tom_McCamus,Sam Burnell,Q2439878,Q135315
/wiki/Gabrielle_Rose_(actress),Dolores Driscoll,Q3094145,Q135315
/wiki/David_Hemblen,Abbott Driscoll,Q719012,Q135315
/wiki/Bruce_Greenwood,Billy Ansel,Q342788,Q135315
/wiki/Marc_Donato,Mason Ansel,Q2305354,Q135315
/wiki/Alberta_Watson,Risa Walker,Q262389,Q135315
/wiki/Maury_Chaykin,Wendell Walker,Q951634,Q135315
/wiki/Arsin%C3%A9e_Khanjian,Wanda Otto,Q465998,Q135315
/wiki/Earl_Pastko,Hartley Otto,Q5326042,Q135315
"/wiki/Simon_R._Baker"" class=""mw-redirect",Bear Otto,,Q135315
/wiki/Stephanie_Morgenstern,Allison O'Donnell,Q3502206,Q135315
/wiki/Russell_Banks,Dr. Robeson,Q665144,Q135315
/wiki/Peter_Donaldson,Schwartz,Q7173694,Q135315
/wiki/Mychael_Danna,harmonium player,Q1336515,Q135315
