wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Sammo_Hung,Lin Ho-lung,Q311219,Q1003782
/wiki/Simon_Yam,Lin Ho-tung,Q667260,Q1003782
/wiki/Danny_Lee_(actor),Senior Inspector Liu Chi-chung,Q718083,Q1003782
/wiki/Maggie_Shiu,Inspector Janet Liu Mei-chun,Q1372732,Q1003782
/wiki/Wu_Jing_(actor),Lok Tin-hung,Q710715,Q1003782
/wiki/Cheung_Siu-fai,Law Ting-fat,Q701359,Q1003782
/wiki/Ken_Lo,Lau Kwok-wai / Wu,Q1087550,Q1003782
"/wiki/Benz_Hui"" class=""mw-redirect",'Uncle' Tong Lai-yu,,Q1003782
/wiki/Johnny_Lu,Jacky Ho Wing-kit,Q9349509,Q1003782
/wiki/Lam_Suet,Wong Shu-chor / 'Fat Ball',Q701940,Q1003782
/wiki/Wong_Tin-lam,Ma Wing-ying / Uncle Dee,Q716013,Q1003782
/wiki/Jacky_Heung,Kwok Chi-hang,Q6118099,Q1003782
