wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jude_Law,"Vasily Zaitsev
",Q160432,Q271006
/wiki/Joseph_Fiennes,Commissar Danilov,Q223790,Q271006
/wiki/Rachel_Weisz,Tania Chernova,Q134077,Q271006
/wiki/Bob_Hoskins,Nikita Khrushchev,Q211283,Q271006
/wiki/Ed_Harris,Major Erwin König,Q104791,Q271006
/wiki/Ron_Perlman,Koulikov,Q220698,Q271006
/wiki/Eva_Mattes,Mother Filippova,Q79075,Q271006
"/wiki/Gabriel_Marshall-Thomson"" class=""mw-redirect",Sasha Filippov,,Q271006
/wiki/Matthias_Habich,General Friedrich Paulus,Q63967,Q271006
/wiki/Sophie_Rois,Ludmilla,Q90420,Q271006
/wiki/Ivan_Shvedoff,Volodya,Q1675617,Q271006
/wiki/Gennadi_Vengerov,Starshina,Q4107061,Q271006
/wiki/Clemens_Schick,Voigt,Q1100074,Q271006
/wiki/Gennadi_Vengerov,Kushnir,Q4107061,Q271006
/wiki/Robert_Stadlober,Spotter,Q679794,Q271006
/wiki/Holger_Handtke,Baumann,Q102990,Q271006
/wiki/Werner_Daehn,Anosov,Q107438,Q271006
/wiki/Birol_%C3%9Cnel,Kuklin,Q25839,Q271006
"/wiki/Valentin_Platareanu"" class=""mw-redirect",General Arthur Schmidt,,Q271006
/wiki/Tom_Wlaschiha,Soldier,Q22675,Q271006
/wiki/Lenn_Kudrjawizki,Comrade in Train,Q1817916,Q271006
