wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jet_Li,Wong Fei-hung (doubled by Hung Yan-yan),Q159577,Q947446
/wiki/Yuen_Biao,Leung Foon,Q319364,Q947446
/wiki/Jacky_Cheung,"So Sai-man (""Bucktooth"" So)",Q16781,Q947446
/wiki/Rosamund_Kwan,"""13th Aunt"" Yee Siu-kwan",Q714188,Q947446
/wiki/Kent_Cheng,"Lam Sai-wing (""Porky Wing"")",Q712178,Q947446
/wiki/Yuen_Cheung-yan,Yim's opponent,Q8060276,Q947446
/wiki/Jimmy_Wang_Yu,escaped labourer,Q703153,Q947446
/wiki/Colin_George,Jesuit Priest,Q5145134,Q947446
/wiki/Hung_Yan-yan,Shaho Gang member,Q3787623,Q947446
/wiki/Wu_Ma,Granduncle Cheung (cameo),Q851018,Q947446
/wiki/Shih_Kien,old man who gives advice (cameo),Q557277,Q947446
