wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Mickey_Rooney,Thomas Edison,Q104081,http://www.wikidata.org/entity/Q519505
/wiki/Fay_Bainter,Nancy Edison,Q152888,http://www.wikidata.org/entity/Q519505
/wiki/George_Bancroft_(actor),Samuel Edison,Q618616,http://www.wikidata.org/entity/Q519505
/wiki/Virginia_Weidler,Tannie Edison,Q224356,http://www.wikidata.org/entity/Q519505
/wiki/Eugene_Pallette,Mr. Nelson,Q911472,http://www.wikidata.org/entity/Q519505
/wiki/Victor_Kilian,Mr. Dingle,Q450109,http://www.wikidata.org/entity/Q519505
/wiki/Bobby_Jordan,Joe Dingle,Q4935226,http://www.wikidata.org/entity/Q519505
/wiki/J._M._Kerrigan,Mr. McCarney,Q967922,http://www.wikidata.org/entity/Q519505
/wiki/Lloyd_Corrigan,Dr. Pender,Q3257522,http://www.wikidata.org/entity/Q519505
/wiki/John_Kellogg_(actor),Bill Edison,Q14802704,http://www.wikidata.org/entity/Q519505
/wiki/Clem_Bevans,Mr. Waddell,Q2978795,http://www.wikidata.org/entity/Q519505
/wiki/Harry_Shannon_(actor),Army Captain Brackett,Q3127914,http://www.wikidata.org/entity/Q519505
/wiki/Stanley_Blystone,Army Officer (uncredited),Q7599484,http://www.wikidata.org/entity/Q519505
/wiki/Olin_Howland,Telegrapher (uncredited),Q1968576,http://www.wikidata.org/entity/Q519505
/wiki/Mitchell_Lewis,McGuire (uncredited),Q3317080,http://www.wikidata.org/entity/Q519505
/wiki/Spencer_Tracy,Man Admiring Portrait of Thomas Edison (uncredited),Q71275,http://www.wikidata.org/entity/Q519505
