wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Rachael_Leigh_Cook,Josie McCoy,Q232101,Q578391
/wiki/Tara_Reid,Melody Valentine,Q211082,Q578391
/wiki/Rosario_Dawson,Valerie Brown,Q228692,Q578391
/wiki/Gabriel_Mann,Alan M. Mayberry,Q973456,Q578391
/wiki/Paulo_Costanzo,Alexander Cabot,Q14450,Q578391
/wiki/Missi_Pyle,Alexandra Cabot,Q233786,Q578391
/wiki/Alan_Cumming,Wyatt Frame,Q316629,Q578391
/wiki/Parker_Posey,Fiona,Q204586,Q578391
/wiki/Tom_Butler_(actor),Agent Kelly,Q3530675,Q578391
/wiki/Donald_Faison,DJ,Q314819,Q578391
/wiki/Seth_Green,Travis,Q186757,Q578391
/wiki/Breckin_Meyer,Marco,Q360674,Q578391
/wiki/Serena_Altschul,herself,Q7453105,Q578391
/wiki/Carson_Daly,himself,Q2739748,Q578391
/wiki/Aries_Spears,the other Carson Daly,Q660241,Q578391
/wiki/Eugene_Levy,himself,Q312129,Q578391
"/wiki/Kenneth_%22Babyface%22_Edmonds"" class=""mw-redirect",the Chief,,Q578391
/wiki/Russ_Leatherman,Mr. Moviefone,Q7381168,Q578391
