wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Robert_Mitchum,Dick Ennis,Q16472,Q600205
/wiki/Peter_Falk,Corporal Jack Rabinoff,Q484881,Q600205
/wiki/Robert_Ryan,Lieutenant General Carson,Q350680,Q600205
/wiki/Earl_Holliman,Technical Sergeant Abe Stimmler,Q1277085,Q600205
/wiki/Mark_Damon,Private Wally Richardson,Q541554,Q600205
"/wiki/Arthur_Kennedy_(actor)"" class=""mw-redirect",Major General Jack Lesley,,Q600205
/wiki/Wolfgang_Preiss,Generalfeldmarschall Albert Kesselring,Q68654,Q600205
/wiki/Reni_Santoni,Private Movie,Q891531,Q600205
/wiki/Thomas_Hunter_(actor),Private Andy,Q1319940,Q600205
/wiki/Giancarlo_Giannini,Private Cellini,Q315258,Q600205
/wiki/Wayde_Preston,Colonel Hendricks,Q1611179,Q600205
/wiki/Arthur_Franz,Major General Luke Howard,Q709403,Q600205
/wiki/Anthony_Steel_(actor),Major-General Marsh,Q330633,Q600205
/wiki/Patrick_Magee_(actor),Major-General Starkey,Q925310,Q600205
/wiki/Venantino_Venantini,Captain Burns,Q958262,Q600205
