wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Aamir_Khan,Sanjay Singhania / Sachin Chauhan,Q9557,Q531340
/wiki/Asin,Kalpana Shetty,Q470226,Q531340
/wiki/Khalid_Siddiqui,Pankaj Shroff,Q18324465,Q531340
/wiki/Jiah_Khan,Sunita,Q3595158,Q531340
/wiki/Pradeep_Rawat_(actor),Ghajini Dharmatma,Q13627042,Q531340
/wiki/Riyaz_Khan,Inspector Arjun Yadav,Q3595263,Q531340
/wiki/Tinnu_Anand,Satveer Kohli,Q7808398,Q531340
/wiki/Sai_Tamhankar,Sunita's friend,Q7399819,Q531340
"/wiki/Supreeth_Reddy"" class=""mw-redirect",Ghajini's Henchman,,Q531340
/wiki/Vibha_Chibber,Havaldar Vijyanti,Q7924596,Q531340
/wiki/Sunil_Grover,Sampat,Q7640298,Q531340
/wiki/Rajendran,Ghajini's henchman,Q7286036,Q531340
/wiki/Vishal_Malhotra,Sanjay’s friend,Q7935930,Q531340
/wiki/Sonal_Sehgal,ad model,Q5381748,Q531340
