wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Russell_Crowe,Ben Wade,Q129817,Q746029
/wiki/Christian_Bale,Dan Evans,Q45772,Q746029
/wiki/Logan_Lerman,William Evans,Q221068,Q746029
/wiki/Ben_Foster_(actor),Charlie Prince,Q311804,Q746029
/wiki/Peter_Fonda,Byron McElroy,Q210148,Q746029
/wiki/Dallas_Roberts,Grayson Butterfield,Q24057,Q746029
/wiki/Alan_Tudyk,Doc Potter,Q349350,Q746029
/wiki/Gretchen_Mol,Alice Evans,Q255268,Q746029
/wiki/Vinessa_Shaw,Emma,Q266888,Q746029
/wiki/Luke_Wilson,Zeke,Q107769,Q746029
/wiki/Kevin_Durand,Tucker,Q320084,Q746029
/wiki/Luce_Rains,Marshal Weathers,Q73043783,Q746029
