wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Solveig_Dommartin,Claire Tourneur,Q436978,Q571053
/wiki/Eddy_Mitchell,Raymond Monnet,Q3047356,Q571053
/wiki/William_Hurt,Sam Farber,Q105825,Q571053
/wiki/Adelle_Lutz,Makiko,Q4682002,Q571053
/wiki/Ernie_Dingo,Burt,Q3057304,Q571053
/wiki/Sam_Neill,Eugene Fitzpatrick,Q214309,Q571053
/wiki/R%C3%BCdiger_Vogler,Philip Winter,Q69705,Q571053
/wiki/Kuniko_Miyake,Mrs. Mori,Q11355110,Q571053
/wiki/Chish%C5%AB_Ry%C5%AB,Mr. Mori,Q958714,Q571053
/wiki/Allen_Garfield,Used-Car Dealer,Q932204,Q571053
/wiki/Lois_Chiles,Elsa Farber,Q238327,Q571053
/wiki/David_Gulpilil,David,Q731111,Q571053
/wiki/Jeanne_Moreau,Edith Farber,Q106099,Q571053
/wiki/Jimmy_Little,Peter,Q3494784,Q571053
/wiki/Max_von_Sydow,Henry Farber[,Q203215,Q571053
