wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Gary_Cooper,Marshal Will Kane,Q93957,Q245208
/wiki/Thomas_Mitchell_(actor),Mayor Jonas Henderson,Q317026,Q245208
/wiki/Lloyd_Bridges,Deputy Marshal Harvey Pell,Q317817,Q245208
/wiki/Katy_Jurado,Helen Ramírez,Q259446,Q245208
/wiki/Grace_Kelly,Amy Fowler Kane,Q3925,Q245208
/wiki/Otto_Kruger,Judge Percy Mettrick,Q204013,Q245208
/wiki/Lon_Chaney_Jr.,Martin Howe,Q318261,Q245208
/wiki/Harry_Morgan,Sam Fuller,Q355125,Q245208
/wiki/Ian_MacDonald_(actor),Frank Miller,Q1655562,Q245208
/wiki/Eve_McVeagh,Mildred Fuller,Q5416186,Q245208
/wiki/Morgan_Farley,Dr. Mahin,Q15451691,Q245208
/wiki/Harry_Shannon_(actor),Cooper,Q3127914,Q245208
/wiki/Lee_Van_Cleef,Jack Colby,Q193278,Q245208
/wiki/Robert_J._Wilke,Jim Pierce,Q45553,Q245208
/wiki/Sheb_Wooley,Ben Miller,Q1349284,Q245208
/wiki/James_Millican,Herb Baker,Q3161279,Q245208
/wiki/Howland_Chamberlain,the hotel desk clerk,Q15816063,Q245208
/wiki/Tom_London,Sam,Q7816621,Q245208
/wiki/Cliff_Clark,Ed Weaver,Q59588652,Q245208
/wiki/William_Newell_(actor),Jimmy the Gimp,Q8016093,Q245208
/wiki/Larry_J._Blake,Gillis the saloon owner,Q3218062,Q245208
/wiki/Lucien_Prival,Joe the Bartender,Q18638603,Q245208
/wiki/Jack_Elam,Charlie,Q500155,Q245208
/wiki/John_Doucette,Trumbull,Q598939,Q245208
/wiki/Tom_Greenway_(actor),Ezra,Q5554653,Q245208
/wiki/Dick_Elliott,Kibbee,Q5272879,Q245208
/wiki/Merrill_McCormick,Fletcher,Q6820218,Q245208
/wiki/Virginia_Christine,Mrs. Simpson,Q275543,Q245208
"/wiki/Harry_Harvey_(actor)"" class=""mw-redirect",Coy,,Q245208
/wiki/Paul_Dubov,Scott,Q15133089,Q245208
