wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Akshay_Kumar,"Sunil ""Sunny"" Pujari",Q233748,Q219392
"/wiki/John_Abraham_(actor)"" class=""mw-redirect",Max Mehrotkar,,Q219392
"/wiki/Asin_(actress)"" class=""mw-redirect",Heena Kapoor Pujari,,Q219392
/wiki/Jacqueline_Fernandez,Bobby Kapoor Mehrotkar,Q2312801,Q219392
/wiki/Riteish_Deshmukh,"Jwala ""Jolly"" Kanojia
",Q738291,Q219392
/wiki/Zareen_Khan,"Jelina ""Jelo"" Malik Kanojia",Q3046959,Q219392
/wiki/Shreyas_Talpade,Jai Babani,Q2726196,Q219392
/wiki/Shazahn_Padamsee,Parul Patel Babani,Q7491730,Q219392
"/wiki/Chunky_Pandey"" class=""mw-redirect",Aakhri Pasta,,Q219392
/wiki/Randhir_Kapoor,Dabboo Kapoor,Q2700318,Q219392
/wiki/Rishi_Kapoor,Chintu Kapoor,Q258820,Q219392
/wiki/Mithun_Chakraborty,"Jagga ""JD"" Kanojia / Jagga Daaku",Q379604,Q219392
/wiki/Neelu_Kohli,Dolly Kapoor,Q19899015,Q219392
/wiki/Suparna_Marwah,Sweety Kapoor,Q20684723,Q219392
/wiki/Johnny_Lever,Mithai Vishwasrao Patil,Q983571,Q219392
/wiki/Boman_Irani,Batuk Patel,Q834338,Q219392
/wiki/Virendra_Saxena,Rajendra Babani,Q7933697,Q219392
/wiki/Ranjeet,Dr. Ranjeet V. Asna K. Pujari,Q7293122,Q219392
/wiki/Vindu_Dara_Singh,Sosa,Q7932362,Q219392
/wiki/Malaika_Arora,Anarkali / Hetal / Sarla (special appearance),Q290322,Q219392
