wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Geena_Davis,Gloria Conway[,Q280098,Q339127
/wiki/Harrison_Gilbertson,Billy Conway[,Q15222785,Q339127
/wiki/Harry_Cook_(actor),Larry Conway[,Q21282967,Q339127
/wiki/Ivy_Latimer,Linda Conway[,Q3804949,Q339127
/wiki/Joel_Tobeck,Ray Conway[,Q966678,Q339127
/wiki/Sebastian_Gregory,Doug Post[,Q6122787,Q339127
/wiki/Erik_Thomson,Bob[,Q927052,Q339127
/wiki/Rebecca_Massey,Louise[,Q7301830,Q339127
/wiki/Morgan_Griffin,Katrina[,Q241895,Q339127
/wiki/Wendy_Playfair,Mrs. Smolensky[,Q7982756,Q339127
