wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Dilip_Kumar,Devdas,Q377789,Q771754
/wiki/Suchitra_Sen,"Parvati ""Paro""",Q467343,Q771754
/wiki/Vyjayanthimala,Chandramukhi,Q467977,Q771754
"/wiki/Motilal_Rajvansh"" class=""mw-redirect",Chunnilal,,Q771754
/wiki/Nazir_Hussain,Dharamdas,Q6983479,Q771754
/wiki/Murad_(actor),Zamindar Narayan,Q6937172,Q771754
/wiki/Shivraj,Neelkanth,Q31417055,Q771754
/wiki/Iftekhar,Dwijdas,Q1647814,Q771754
/wiki/Kanhaiyalal_(actor),teacher,Q15924272,Q771754
"/wiki/Nana_Palsikar"" class=""mw-redirect",Street Singer,,Q771754
/wiki/Dulari_(actress),Street Singer,Q15992928,Q771754
/wiki/Pran_(actor),Chandramukhi's Patron,Q3111264,Q771754
/wiki/Johnny_Walker_(actor),Chandramukhi's Patron,Q3182985,Q771754
/wiki/Kumari_Naaz,Young Parvati,Q19809609,Q771754
