wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Adolphe_Menjou,Walter Burns,Q358379,Q669068
/wiki/Pat_O%27Brien_(actor),"Hildebrand ""Hildy"" Johnson",Q1790788,Q669068
/wiki/Mary_Brian,Peggy Grant,Q444492,Q669068
/wiki/Edward_Everett_Horton,Roy V. Bensinger,Q1292160,Q669068
/wiki/Walter_Catlett,Jimmy Murphy,Q2121085,Q669068
/wiki/George_E._Stone,Earl Williams,Q554443,Q669068
/wiki/Mae_Clarke,Molly Malloy,Q435532,Q669068
/wiki/Slim_Summerville,Irving Pincus,Q2294197,Q669068
/wiki/Matt_Moore_(actor),Ernie Kruger,Q288547,Q669068
/wiki/Frank_McHugh,"""Mac"" McCue",Q82284,Q669068
/wiki/Clarence_Wilson_(actor),"Sheriff Peter B. ""Pinky"" Hartman",Q2975587,Q669068
"/wiki/Phil_Tead"" class=""mw-redirect",Wilson,,Q669068
/wiki/Eugene_Strong,Endicott,Q104650226,Q669068
/wiki/Spencer_Charters,Woodenshoes,Q3493013,Q669068
/wiki/Maurice_Black,Diamond Louie,Q6792891,Q669068
/wiki/Effie_Ellsler,Mrs Grant,Q4946528,Q669068
/wiki/Dorothea_Wolbert,Jenny,Q5298262,Q669068
/wiki/James_Gordon_(actor),Fred,Q3161107,Q669068
/wiki/Richard_Alexander_(actor),Jacobi (uncredited),Q3430461,Q669068
