wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Jane_Wyman,Eve Gill,Q95055,Q502530
/wiki/Marlene_Dietrich,Charlotte Inwood,Q4612,Q502530
"/wiki/Michael_Wilding_(actor)"" class=""mw-redirect","Wilfred ""Ordinary"" Smith",,Q502530
/wiki/Richard_Todd,Jonathan Cooper,Q457165,Q502530
/wiki/Alastair_Sim,Commodore Gill,Q968586,Q502530
/wiki/Sybil_Thorndike,Mrs. Gill,Q177248,Q502530
/wiki/Kay_Walsh,Nellie Goode,Q443284,Q502530
/wiki/Miles_Malleson,Mr. Fortesque,Q440360,Q502530
/wiki/Joyce_Grenfell,'Lovely Ducks',Q6297498,Q502530
/wiki/Andr%C3%A9_Morell,Inspector Byard,Q521947,Q502530
"/wiki/Patricia_Hitchcock"" class=""mw-redirect",Chubby Bannister[,,Q502530
/wiki/Ballard_Berkeley,Sergeant Mellish,Q1990442,Q502530
