wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Gary_Cooper,Longfellow Deeds,Q93957,Q475529
/wiki/Jean_Arthur,"Louise ""Babe"" Bennett/Mary Dawson",Q229338,Q475529
/wiki/George_Bancroft_(actor),MacWade,Q618616,Q475529
/wiki/Lionel_Stander,Cornelius Cobb,Q589753,Q475529
/wiki/Douglass_Dumbrille,John Cedar,Q3038059,Q475529
/wiki/Raymond_Walburn,Walter,Q262373,Q475529
/wiki/H._B._Warner,Judge May,Q1562547,Q475529
/wiki/Ruth_Donnelly,Mabel Dawson,Q3453610,Q475529
/wiki/Walter_Catlett,Morrow,Q2121085,Q475529
/wiki/John_Wray_(actor),the desperate Farmer,Q912559,Q475529
/wiki/Margaret_Seddon,Jane,Q6759883,Q475529
/wiki/Margaret_McWade,Amy,Q18716205,Q475529
/wiki/Gustav_von_Seyffertitz,Doctor Emile von Haller,Q73168,Q475529
/wiki/Emma_Dunn,Mrs. Meredith,Q458513,Q475529
/wiki/Charles_Lane_(actor),Hallor,Q634150,Q475529
/wiki/Jameson_Thomas,Mr. Semple,Q1681350,Q475529
/wiki/Mayo_Methot,Mrs. Semple,Q529654,Q475529
/wiki/Gladden_James,Court Clerk,Q5566212,Q475529
/wiki/Paul_Hurst_(actor),1st Deputy,Q3371485,Q475529
/wiki/Warren_Hymer,bodyguard,Q1638388,Q475529
