wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Robert_De_Niro,Max Cady,Q36949,Q501995
/wiki/Nick_Nolte,Sam Bowden,Q188018,Q501995
/wiki/Jessica_Lange,Leigh Bowden,Q173585,Q501995
/wiki/Juliette_Lewis,Danielle Bowden,Q230523,Q501995
/wiki/Joe_Don_Baker,Claude Kersek,Q962579,Q501995
/wiki/Robert_Mitchum,Lt. Elgart,Q16472,Q501995
/wiki/Gregory_Peck,Lee Heller,Q108366,Q501995
/wiki/Illeana_Douglas,Lori Davis,Q269669,Q501995
/wiki/Fred_Thompson,Tom Broadbent,Q298016,Q501995
/wiki/Martin_Balsam,Judge,Q312107,Q501995
/wiki/Zully_Montero,Graciela,Q8075181,Q501995
/wiki/Domenica_Cameron-Scorsese,Danny's girlfriend,Q41732108,Q501995
