wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Janet_Gaynor,Esther Blodgett/Vicki Lester  ,Q182462,Q873186
/wiki/Fredric_March,Norman Maine,Q181819,Q873186
/wiki/Adolphe_Menjou,Oliver Niles,Q358379,Q873186
/wiki/May_Robson,Grandmother Lettie Blodgett,Q259600,Q873186
/wiki/Andy_Devine,"Daniel ""Danny"" McGuire",Q386105,Q873186
/wiki/Lionel_Stander,Matt Libby,Q589753,Q873186
/wiki/Owen_Moore,Casey Burke,Q966972,Q873186
/wiki/Peggy_Wood,Miss Phillips,Q266445,Q873186
"/wiki/Elizabeth_Jenns_(actress)"" class=""mw-redirect",Anita Regis,,Q873186
/wiki/Edgar_Kennedy,Pop Randall,Q714724,Q873186
/wiki/J._C._Nugent,Mr. Blodgett,Q6105016,Q873186
"/wiki/Guinn_Williams_(actor)"" class=""mw-redirect",posture coach,,Q873186
/wiki/Clara_Blandick,Aunt Mattie (uncredited),Q325695,Q873186
/wiki/Jonathan_Hale,Night Court Judge (uncredited),Q1703185,Q873186
/wiki/Lillian_Harmer,wardrobe woman (uncredited),Q19668657,Q873186
/wiki/Carole_Landis,girl in beret at Santa Anita bar (uncredited),Q242785,Q873186
/wiki/George_Chandler,Delivery Man (uncredited),Q3101481,Q873186
/wiki/Jed_Prouty,Artie Carver (uncredited),Q6172615,Q873186
/wiki/Osgood_Perkins,Otto (uncredited),Q7106548,Q873186
