wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Eva_Bartok,Contessa Cristiana Cuomo ,Q537510,Q886645
/wiki/Cameron_Mitchell_(actor),Massimo Morlacchi ,Q493340,Q886645
/wiki/Mary_Arden_(actress),Peggy Peyton,Q6778969,Q886645
/wiki/Lea_Lander,Greta,Q16571608,Q886645
"/wiki/Dante_Di_Paolo"" class=""mw-redirect",Franco Scalo ,,Q886645
/wiki/Franco_Ressel,Marchese Riccardo Morelli ,Q1442654,Q886645
/wiki/Luciano_Pigozzi,Cesare Lazzarini ,Q372991,Q886645
/wiki/Harriet_White_Medin,Clarice,Q67966978,Q886645
/wiki/Heidi_Stroh,Model,Q1594359,Q886645
/wiki/Enzo_Cerusico,Gas Station Attendant,Q3726484,Q886645
