wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Amitabh_Bachchan,Subhash Nagre (Sarkar),Q9570,Q717788
/wiki/Abhishek_Bachchan,Shankar Nagre,Q187058,Q717788
/wiki/Kay_Kay_Menon,Vishnu Nagre,Q6380219,Q717788
/wiki/Supriya_Pathak,Pushpa Nagre,Q7645142,Q717788
/wiki/Katrina_Kaif,Pooja,Q9550,Q717788
"/wiki/Tanisha_Mukherjee"" class=""mw-redirect",Avantika,,Q717788
"/wiki/Rukhsaar_Rehman"" class=""mw-redirect",Amrita Nagre (Vishnu's wife),,Q717788
/wiki/Anupam_Kher,Motilal Khurana,Q560163,Q717788
/wiki/Kota_Srinivasa_Rao,Selvar Mani,Q6433821,Q717788
/wiki/Zakir_Hussain_(actor),Rashid,Q8065108,Q717788
/wiki/Raju_Mavani,Vishram Bhagat,Q55403801,Q717788
/wiki/Jeeva_(Telugu_actor),Virendra Swami,Q3764525,Q717788
/wiki/Deepak_Shirke,Madan Rathod,Q12433784,Q717788
/wiki/Anant_Jog,Police Commissioner,Q4751427,Q717788
"/wiki/Ishrat_Ali"" class=""mw-redirect",Khansaab,,Q717788
/wiki/Saurabh_Dubey_(actor),Pooja's father,Q9334057,Q717788
/wiki/Ravi_Kale,Chander,Q21012694,Q717788
/wiki/Virendra_Saxena,Girl's Father,Q7933697,Q717788
/wiki/Karan_Kapoor,a Hero in Vishnu's film,Q11058950,Q717788
"/wiki/Nisha_Kothari"" class=""mw-redirect",a Heroine in Vishnu's film,,Q717788
