wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/Tonia_Sotiropoulou,Elena,Q16231966,Q761590
/wiki/Toby_Jones,Gilderoy,Q342419,Q761590
/wiki/Susanna_Cappellaro,Veronica,Q7648647,Q761590
/wiki/Cosimo_Fusco,Francesco,Q301739,Q761590
/wiki/Katalin_Ladik,herself,Q1127297,Q761590
/wiki/Fatma_Mohamed,Silvia as Teresa,Q59140815,Q761590
/wiki/Chiara_D%27Anna,Elisa as Teresa,Q22210418,Q761590
/wiki/Eugenia_Caruso,Claudia as Monica (Screamer),Q22210097,Q761590
/wiki/Suzy_Kendall,Gilderoy's Mother (Special Guest Screamer),Q460699,Q761590
