wikipedia_actor,character_name,wikidata_actor,wikidata_film
/wiki/G%C3%A9rard_Depardieu,Cyrano de Bergerac,Q106508,Q128982
/wiki/Anne_Brochet,Roxane,Q276249,Q128982
/wiki/Vincent_Perez,Christian de Neuvillette,Q123476,Q128982
/wiki/Jacques_Weber,Comte Antoine de Guiche,Q323112,Q128982
/wiki/Roland_Bertin,Ragueneau,Q3439960,Q128982
/wiki/Philippe_Morier-Genoud,Le Bret,Q2087671,Q128982
/wiki/Pierre_Maguelon,Carbon de Castle-Jaloux,Q2014123,Q128982
/wiki/Sandrine_Kiberlain,Sister Colette,Q262822,Q128982
/wiki/Josiane_Stol%C3%A9ru,the Duenna,Q3186058,Q128982
/wiki/Philippe_Volter,Vicomte de Valvert,Q726093,Q128982
/wiki/Jean-Marie_Winling,Lignière,Q1861797,Q128982
/wiki/Michel_Fau,Ragueneau's Poet,Q3309608,Q128982
